Id,organism,seedid,kingdom,phylum,mclass,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,kbaseid
bio/ARTCA,"""Arthrobacter castelli DSM 16402""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arthrobacter,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_nonfermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionUncharacterized,1019,1428,1109,chenry,2016-04-15,,,1121019.0,dcs:DataCollectionPlatformKbase,kb|g.207043
bio/ATOMI,"""Atopobium minutum 10063974""","""Atopobium minutum 10063974 (997872.3)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,468,1007,807,chenry,2016-04-15,,2531839302.0,997872.0,dcs:DataCollectionPlatformKbase,kb|g.32451
bio/ATOPA,"""Atopobium parvulum DSM 20469""","""Atopobium parvulum DSM 20469 (521095.5)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,440,994,782,chenry,2016-04-15,,644736327.0,521095.0,dcs:DataCollectionPlatformKbase,kb|g.1956
bio/ATORI,"""Atopobium rimae ATCC 49626""","""Atopobium rimae ATCC 49626 (553184.4)""",Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,480,1054,853,chenry,2016-04-15,,643886019.0,553184.0,dcs:DataCollectionPlatformKbase,kb|g.2245
bio/BACAL,"""Bacillus altitudinis 41KF2b""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,969,1603,1153,Laura Kutt,2016-04-17,,2576861487.0,1178544.0,dcs:DataCollectionPlatformKbase,kb|g.239788
bio/BACAM,"""Bacillus amyloliquefaciens DSM7""","""Bacillus amyloliquefaciens DSM7 (692420.6)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1101,1655,1176,,,,,692420.0,dcs:DataCollectionPlatformKbase,kb|g.2986
bio/BACAM,"""Bacillus amyloliquefaciens subsp. amyloliquefaciens DC-12""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1022,1666,1191,,,,,1198291.0,dcs:DataCollectionPlatformKbase,kb|g.207940
bio/BACAT,"""Bacillus atrophaeus ATCC 49822-1""","""Bacillus atrophaeus ATCC 49822-1 (743710.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1143,1665,1177,Laura Kutt,2016-04-17,,2547132231.0,743710.0,dcs:DataCollectionPlatformKbase,kb|g.3133
bio/BACCE,"""Bacillus cereus AH187 (F4810/72)""","""Bacillus cereus AH187 (405534.9)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,1127,1573,1114,Eugen Bauer,2014-08-03,4.0,643348510.0,405534.0,dcs:DataCollectionPlatformKbase,
bio/BACCE,"""Bacillus cereus G9842""","""Bacillus cereus G9842 (405531.7)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,1130,1586,1115,Eugen Bauer,2014-08-03,2.0,643348513.0,405531.0,dcs:DataCollectionPlatformKbase,
bio/BACCS,"""Bacillus clausii KSM-K16""","""Bacillus clausii KSM-K16 (66692.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1134,1567,1136,Laura Kutt,2016-04-17,,637000019.0,66692.0,dcs:DataCollectionPlatformKbase,kb|g.2880
bio/BACEN,"""Bacillus endophyticus 2102""","""Bacillus endophyticus 2102 (1196029.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1440,1733,1226,Laura Kutt,2016-04-17,,2551306099.0,1196029.0,dcs:DataCollectionPlatformKbase,kb|g.25385
bio/BACFI,"""Bacillus firmus DS1""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1107,1566,1140,Laura Kutt,2016-04-17,,2568526233.0,1307436.0,dcs:DataCollectionPlatformModelSEED,kb|g.209412
bio/BACFL,"""Bacillus flexus 27Col1.1E""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1305,1715,1214,Laura Kutt,2016-04-17,,2522125133.0,1292043.0,dcs:DataCollectionPlatformModelSEED,kb|g.209156
bio/BACFO,"""Bacillus fordii DSM 16014""","""Bacillus fordii DSM 16014 (1121090.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1166,1503,1123,Laura Kutt,2016-04-17,,,1121090.0,dcs:DataCollectionPlatformKbase,kb|g.29556
bio/BACHO,"""Bacillus halodurans C-125""","""Bacillus halodurans C-125 (272558.1)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1052,1522,1118,Laura Kutt,2016-04-17,,637000020.0,272558.0,dcs:DataCollectionPlatformKbase,kb|g.598
bio/BACIN,"""Bacillus infantis NRRL B-14911""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1083,1615,1170,Laura Kutt,2016-04-17,,2554235446.0,1367477.0,dcs:DataCollectionPlatformKbase,kb|g.210869
bio/BACLI,"""Bacillus licheniformis ATCC 14580""","""Bacillus licheniformis ATCC 14580 (279010.13)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1121,1668,1175,,,,,279010.0,dcs:DataCollectionPlatformKbase,kb|g.649
bio/BACME,"""Bacillus megaterium DSM319""","""Bacillus megaterium DSM319 (592022.4)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1324,1708,1208,,,,,592022.0,dcs:DataCollectionPlatformKbase,kb|g.2568
bio/BACMO,"""Bacillus mojavensis RO-H-1 = KCTC3706""","""Bacillus mojavensis RO-H-1 (1051501.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1171,1733,1211,Laura Kutt,2016-04-17,,,1051501.0,dcs:DataCollectionPlatformKbase,kb|g.206745
bio/BACMY,"""Bacillus mycoides  DSM 2048""","""Bacillus mycoides DSM 2048 (526997.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1216,1611,1180,Laura Kutt,2016-04-17,,,526997.0,dcs:DataCollectionPlatformKbase,kb|g.2087
bio/BACNE,"""Bacillus nealsonii AAU1""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1131,1568,1144,Laura Kutt,2016-04-17,,2541047554.0,1202533.0,dcs:DataCollectionPlatformKbase,kb|g.31084
bio/BACPF,"""Bacillus pseudofirmus  OF4""","""Bacillus pseudofirmus OF4 (398511.4)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1018,1498,1112,Laura Kutt,2016-04-17,,646311908.0,398511.0,dcs:DataCollectionPlatformKbase,kb|g.1270
bio/BACPU,"""Bacillus pumilus ATCC 7061""","""Bacillus pumilus ATCC 7061 (536229.4)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1042,1554,1118,Laura Kutt,2016-04-17,,642791616.0,536229.0,dcs:DataCollectionPlatformKbase,kb|g.2139
bio/BACSO,"""Bacillus sonorensis L12""","""Bacillus sonorensis L12 (1274524.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1230,1673,1176,Laura Kutt,2016-04-17,,2545824693.0,1274524.0,dcs:DataCollectionPlatformKbase,kb|g.31657
bio/BACIU,"""Bacillus subtilis str. 168""","""Bacillus subtilis subsp. subtilis str. 168 (224308.113)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1132,1713,1202,,,,,224308.0,dcs:DataCollectionPlatformKbase,kb|g.423
bio/BACTH,"""Bacillus thermoamylovorans""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,907,1561,1118,Laura Kutt,2016-04-17,,2617271279.0,35841.0,dcs:DataCollectionPlatformKbase,kb|g.239847
bio/BACTU,"""Bacillus thuringiensis serovar thuringiensis str. T01001""","""Bacillus thuringiensis serovar thuringiensis str. T01001 (527025.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1251,1616,1175,,,,,527025.0,dcs:DataCollectionPlatformKbase,kb|g.2101
bio/BACTI,"""Bacillus timonensis 10403023""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1068,1507,1133,Laura Kutt,2016-04-17,,,1033734.0,dcs:DataCollectionPlatformKbase,kb|g.23344
bio/BACVA,"""Bacillus vallismortis DV1-F-3""","""Bacillus vallismortis DV1-F-3 (1051502.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates,dcs:BacteriaGramStainTypePositive,,1049,1632,1161,Laura Kutt,2016-04-17,,2547132131.0,1051502.0,dcs:DataCollectionPlatformKbase,kb|g.23549
bio/BACCA,"""Bacteroides caccae ATCC 43185""","""Bacteroides caccae ATCC 43185 (411901.7)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,730,1225,952,Ines Thiele,2012-04-20,2.0,640963023.0,411901.0,dcs:DataCollectionPlatformModelSEED,
bio/BACCE,"""Bacteroides cellulosilyticus DSM 14838""","""Bacteroides cellulosilyticus DSM 14838 (537012.5)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,853,1301,1012,Ines Thiele,2012-04-20,4.0,643886111.0,537012.0,dcs:DataCollectionPlatformModelSEED,
bio/BACCL,"""Bacteroides clarus YIT 12056""","""Bacteroides clarus YIT 12056 (762984.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,806,2412,1405,chenry,2016-04-15,,651324010.0,762984.0,dcs:DataCollectionPlatformKbase,kb|g.3280
bio/BACCO,"""Bacteroides coprocola M16, DSM 17136""","""Bacteroides coprocola DSM 17136 (470145.6)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,652,2250,1296,Ines Thiele,2012-04-20,3.0,642791613.0,310298.0,dcs:DataCollectionPlatformKbase,
bio/BACCO,"""Bacteroides coprophilus DSM 18228""","""Bacteroides coprophilus DSM 18228 (547042.5)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,672,2249,1282,Ines Thiele,2012-04-20,1.0,643886197.0,547042.0,dcs:DataCollectionPlatformModelSEED,
bio/BACDO,"""Bacteroides dorei DSM 17855""","""Bacteroides dorei DSM 17855 (483217.6)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,792,1163,951,Ines Thiele,2012-04-20,4.0,642979370.0,483217.0,dcs:DataCollectionPlatformModelSEED,
bio/BACEG,"""Bacteroides eggerthii 1_2_48FAA""","""Bacteroides eggerthii 1_2_48FAA (665953.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,738,1189,950,Ines Thiele,2012-04-20,4.0,649989912.0,665953.0,dcs:DataCollectionPlatformKbase,
bio/BACEG,"""Bacteroides eggerthii DSM 20697""","""Bacteroides eggerthii DSM 20697 (483216.6)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,697,1168,941,Ines Thiele,2012-06-29,4.0,642979334.0,483216.0,dcs:DataCollectionPlatformKbase,
bio/BACFA,"""Bacteroides faecis MAJ27""","""Bacteroides faecis MAJ27 (1077285.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,935,1223,980,chenry,2016-04-15,,2548876788.0,1077285.0,dcs:DataCollectionPlatformKbase,kb|g.23927
bio/BACFI,"""Bacteroides finegoldii DSM 17565""","""Bacteroides finegoldii DSM 17565 (483215.6)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,733,2272,1302,Ines Thiele,2012-04-20,4.0,2562617142.0,483215.0,dcs:DataCollectionPlatformKbase,
bio/BACFL,"""Bacteroides fluxus YIT 12057""","""Bacteroides fluxus YIT 12057 (763034.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,875,2421,1415,chenry,2016-04-15,,651324011.0,763034.0,dcs:DataCollectionPlatformModelSEED,kb|g.3281
bio/BACFG,"""Bacteroides fragilis 3_1_12""","""Bacteroides fragilis 3_1_12 (457424.5)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,783,1221,972,Ines Thiele,2012-04-20,4.0,645058788.0,457424.0,dcs:DataCollectionPlatformModelSEED,
bio/BACFG,"""Bacteroides fragilis 638R""","""Bacteroides fragilis 638R (862962.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,897,2395,1371,Eugen Bauer,2014-08-03,1.0,650377910.0,862962.0,dcs:DataCollectionPlatformModelSEED,
bio/BACFG,"""Bacteroides fragilis NCTC 9343""","""Bacteroides fragilis NCTC 9343 (272559.17)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,889,2444,1396,Eugen Bauer,2014-09-03,3.0,637000024.0,272559.0,dcs:DataCollectionPlatformModelSEED,
bio/BACFG,"""Bacteroides fragilis YCH46""","""Bacteroides fragilis YCH46 (295405.11)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,806,1264,989,Eugen Bauer,2014-09-03,4.0,637000025.0,295405.0,dcs:DataCollectionPlatformKbase,
bio/BACGR,"""Bacteroides graminisolvens DSM 19988 ""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,684,1239,985,chenry,2016-04-15,,,1121097.0,dcs:DataCollectionPlatformKbase,kb|g.207058
bio/BACIN,"""Bacteroides intestinalis 341, DSM 17393""","""Bacteroides intestinalis DSM 17393 (471870.8)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,817,2372,1356,Ines Thiele,2012-04-20,3.0,642791621.0,329854.0,dcs:DataCollectionPlatformModelSEED,
bio/BACMA,"""Bacteroides massiliensis B846dnLKV334 = Timone 84634 = DSM 17679 = JCM 13223""","""Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 (1121098.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,807,1217,991,chenry,2016-04-15,,2531839249.0,204516.0,dcs:DataCollectionPlatformModelSEED,kb|g.29559
bio/BACNO,"""Bacteroides nordii CL02T12C05 ""","""Bacteroides nordii CL02T12C05 (997884.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,888,1268,1016,chenry,2016-04-15,,2537561664.0,997884.0,dcs:DataCollectionPlatformModelSEED,kb|g.28918
bio/BACOL,"""Bacteroides oleiciplenus YIT 12058""","""Bacteroides oleiciplenus YIT 12058 (742727.4)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,998,1250,1016,chenry,2016-04-15,,2534681837.0,742727.0,dcs:DataCollectionPlatformModelSEED,kb|g.27474
